#/** -*- coding: utf-8 -*-
#  *
#  * Italian Message catalog
#  *
#  *
#  * @version   $Id$
#  *
#  * Changelog:
#  * 2002-12-15 rspisser <reinhard@spisser.it>
#  *           Translation from Base.tab
#  * 2003-01-04 rspisser <reinhard@spisser.it>
#  *           removed all not used entries
#  * 2003-01-17 rspisser <reinhard@spisser.it>
#  *           adding localization strings for forums
#  * 2003-01-21 rspisser <reinhard@spisser.it>
#  *           adding localization strings for my, diary, project_homepage
#  * 2003-01-25 rspisser <reinhard@spisser.it>
#  *           adding localization strings for pm
#  * 2003-02-04 rspisser <reinhard@spisser.it>
#  *           localization of the tracker
#  * 2003-11-13 rspisser <reinhard@spisser.it>
#  *            removed double strings, removed not translated strings,
#  * 2004-03-05 Lele Gaifax <lele@nautilus.homeip.net>
#  *            revisited and synced with Base.
#  * 2006-02-22 rspisser <reinhard@spisser.it>
#  *            synced with Base.tab
#  * 2006-05-02 rspisser <reinhard@spisser.it>
#  *            moved style information to .css file
#
#  **/
#

		account	title	Preferenze account
pm_projectgroup	error_min_desc_length	La descrizione del documento deve essere almeno di 10 caratteri
pm_projectgroup	error_min_name_length	Il titolo deve essere almeno di 5 caratteri
pm_projectgroup	none_found	Nessun sottoprogetto trovato
pm_projecttask	circular_dependency	È stata rilevata una dipendenza circolare
pm_reporting	aging_report	Reportistica sulla anzianità
pm_reporting	all_tasks_by_category	Tutte le attività per categoria
pm_reporting	all_tasks_by_technician	Tutte le attivià per tecnico
pm_reporting	average_duration	Durata media per attività chiuse (giorni)
pm_reporting	by_subproject	Report per sottoprogetto
pm_reporting	by_tech	Report per tecnico
pm_reporting	not_completed	Numero di attività non ancora completate
pm_reporting	open_tasks_by_category	Attività aperte per categoria
pm_reporting	open_tasks_by_technician	Attivià aperte per tecnico
pm_reporting	report_note	Un attività può essere assegnata a più tecnici; queste attività sarà conteggiata per ognuno degli assegnatari.</p>
pm_reporting	started_tasks	Numero di attività iniziate
pm_reporting	tasks_by_category	Attività per categoria
pm_reporting	tasks_by_technician	Attività per tecnico
pm_reporting	title	Sistemi di reportistica per le attività
pm_uploadcsv	choose_file	Seleziona un file in formato .csv per l'upload.
pm_uploadcsv	explain	Questa pagina ti permette di selezionare un file in formato .csv e di effettuare l'upload in modo tale che venga inserito nel sottoprogetto corrente.
pm_uploadcsv	title	Effettua l'upload dei dati nel Gestore Attività.
projectactivity	enddate	Fine
projectactivity	headeractivity	Attivit&agrave; sul progetto
projectactivity	headerperson	Inserito da
projectactivity	headertime	Ora inserimento
projectactivity	headertype	Attivit&agrave; sul progetto
projectactivity	startdate	Inizio
projectactivity	commits	Commit
projectactivity	tracker_opened	Tracker aperti
projectactivity	tracker_closed	Tracker chiusi
projectactivity	frs_release	Rilasci file
projectactivity	forum_post	Inserimenti in forum
projectactivity	no_activity_found	Nessuna attivit&agrave; trovata
project_admin	acceptpending	Approva
project_admin	addfromlist	Aggiungi utenti dall'elenco
project_admin	addfromlist1	Seleziona la casella di fianco agli utenti che vuoi aggiungere. Le scelte saranno preservate anche quando premi una delle seguenti lettere. Quando hai terminato, premi "Termina" per selezionare i ruoli.
project_admin	addfromlist2	Seleziona un ruolo per ogni utente e poi premi "Aggiungi tutti".
project_admin	add_user	Aggiungi utente
project_admin	choose_first_letter	<p>Seleziona la <strong>prima lettera </strong> del nome della persona da aggiungere.</p>
project_admin	docmanager_admin	Amministrazione DocManager
project_admin	download_tarball	Scarica l'archivio CVS creato ogni notte
project_admin	finish	Termina
project_admin	forum_admin	Amministrazione Forum
project_admin	frs_admin	Amministra Rilasci di File
project_admin	group_members	Membri del progetto
project_admin	homepage_link	Homepage:&nbsp;
project_admin	mail_admin	Amministrazione Mail
project_admin	news_admin	Amministrazione News
project_admin	no_matching_user	<p>Nessun utente trovato</p>
project_admin	project_information	Informazioni varie sul progetto
project_admin	rejectpending	Rifiuta
project_admin	scm_admin	Amministra SCM
project_admin	shell_server	Server SSH:&nbsp;
project_admin	shell_server_group_directory	Directory sul server shell:&nbsp;
project_admin	short_description	Descrizione breve:&nbsp;
project_admin	task_manager_admin	Amministrazione Attività
project_admin	title	Amministrazione progetto: $1
project_admin	tool_admin	Amministrazione tool
project_admin	tracker_admin	Amministrazione Tracker
project_admin	trove_categorization	Categoria Trove:&nbsp;
project_admin	unix_name	Nome unix
project_admin	user_added	Utente aggiunto con successo
project_admin	userrealname	Nome completo
project_admin	user_removed	Utente eliminato con successo
project_admin	user_updated	Utente aggiornato
project_admin	wiki	Amministrazione Wiki
project_admin	www_directory	Directory WWW sul server shell
project_admin_database	add_new_database	Aggiungi nuovo database
project_admin_database	add_new_database_info	Cliccando su "crea" verrà schedulata la creazione del database e l'invio dell'email agli amministratori del progetto.
project_admin_database	cannot_add	Impossibile aggiungere database
project_admin_database	confirm_delete	CONFERMA Rimozione
project_admin_database	confirm_deletion	Clicca per confermare la Rimozione
project_admin_database	confirm_new	Conferma nuovo
project_admin_database	create	Crea
project_admin_database	current_databases	Database esistenti
project_admin_database	database_created	Database schedulato per la creazione
project_admin_database	database_type	Tipo database
project_admin_database	db_type	Tipo DB
project_admin_database	maximum_databases_allocated	Il numero massimo di database di tutti i tipi sono già stati allocati.
project_admin_database	new_password	Nuova password
project_admin_database	no_databases	Nessun database attualmente disponibile per il progetto
project_admin_database	operations	Operazioni
project_admin_database	state	Stato
project_admin_database	title	Informazioni sui database
project_admin_database	update	Aggiorna
project_admin_editgroupinfo	active_features	Funzionalità attive
project_admin_editgroupinfo	group_name	Nome descrittivo del progetto
project_admin_editgroupinfo	group_updated	Informazioni progetto aggiornate
project_admin_editgroupinfo	homepage_link	Homepage
project_admin_editgroupinfo	new_doc	Nuovi inserimenti
project_admin_editgroupinfo	new_doc_info	È possibile inserire un indirizzo email al quale verranno inviate tutti i nuovi inserimenti
project_admin_editgroupinfo	send_on_all_updates	(invia per tutti gli aggiornamenti)
project_admin_editgroupinfo	short_description	Descrizione breve (al massimo 255 caratteri, verranno eliminate istruzioni HTML presenti).
project_admin_editgroupinfo	title	Modifica informazioni progetto
project_admin_editgroupinfo	use_docman	Usa Gestore documentazione
project_admin_editgroupinfo	use_forums	Usa Forum
project_admin_editgroupinfo	use_frs	Usa il sistema per i rilasci di file
project_admin_editgroupinfo	use_ftp	Usa FTP
project_admin_editgroupinfo	use_mailing_lists	Usa Mailing Lists
project_admin_editgroupinfo	use_news	Usa News
project_admin_editgroupinfo	use_pm	Usa gestore attività
project_admin_editgroupinfo	use_scm	Usa SCM
project_admin_editgroupinfo	use_stats	Usa Statistiche
project_admin_editgroupinfo	use_surveys	Usa sondaggi
project_admin_editgroupinfo	use_tracker	Usa Tracker
project_admin_editimages	add_data	Aggiungi dati multimediali
project_admin_editimages	add_file	Aggiungi file
project_admin_editimages	del	Rimuovi
project_admin_editimages	description	Descrizione
project_admin_editimages	dims	Dimensioni
project_admin_editimages	edit	Modifica
project_admin_editimages	error_length	ERRORE - la dimensione del file deve essere compreso tra 20 e 256000 byte
project_admin_editimages	file_deleted	File multimediale Rimosso
project_admin_editimages	file_description_required	La descrizione del file è obbligatoria
project_admin_editimages	file_uploaded	File multimediale inserito
project_admin_editimages	id	ID
project_admin_editimages	intro	Si possono memorizzare nel database fino a $1 MB di dati multimediali (immagini bitmap e vettoriali, suoni, modelli tridimensionali). Usa questa pagina per aggiungere o rimuovere questo tipo di file al progetto.
project_admin_editimages	local_filename	Filename locale
project_admin_editimages	mime_type	Tipo MIME
project_admin_editimages	name	Nome
project_admin_editimages	properties_updated	Proprietà aggiornate
project_admin_editimages	replace	Sostituisci con nuovo file (opzionale)
project_admin_editimages	required_fields	Nome file e descrizione sono obbligatori
project_admin_editimages	size	Dimensione
project_admin_editimages	title	Modifica dati multimediali
project_admin_editimages	uploaded	Inserito
project_admin_editpackages	added_package	Pacchetto aggiunto
project_admin_editpackages	add_release	Aggiungi rilascio
project_admin_editpackages	create_package	Crea questo pacchetto
project_admin_editpackages	edit_releases	Modifica rilascio
project_admin_editpackages	is_public	Pubblico?
project_admin_editpackages	new_package_name	Nome nuovo pacchetto
project_admin_editpackages	no_packages_defined	Non ci sono pacchetti definiti
project_admin_editpackages	no_packages_status	Stato
project_admin_editpackages	package_name	Nome pacchetto
project_admin_editpackages	packages_info	<h3>Pacchetti</h3><p>Si possono utilizzare i pacchetti per raggruppare insieme i file dei vari rilasci, oppure in qualunque modo ti sia comodo.</p><H4>Esempio di pacchetto:</h4><p><strong>Mysql-win</strong><br /><strong>Mysql-unix</strong><br /><strong>Mysql-odbc</strong></p><h4>I tuoi pacchetti:</H4><p><ol><li>Definisci i tuoi pacchetti</li><li>Crea una nuova release dei pacchetti</li></ol><p><h3>Rilasci dei pacchetti</h3><p>Un rilascio di un pacchetto può contenere diversi file.<p><H4>Esempi di rilasci</h4><p><strong>3.22.1</strong><br /><strong>3.22.2</strong><br /><strong>3.22.3</strong><br /><p>Puoi creare nuovi rilasci dei pacchetti cliccando sul pulsante <strong>Crea/modifica rilasci</strong> vicino al nome del package interessato.<p>
project_admin_editpackages	private	Privato
project_admin_editpackages	public	Publico
project_admin_editpackages	qrs	QRS
project_admin_editpackages	qrs_a_file	Clicca qui per $1 rilasciare un file $2
project_admin_editpackages	releases	Rilasci
project_admin_editpackages	title	Modifica rilasci file
project_admin_editpackages	updated_package	Pacchetto aggiornato
project_admin_editrelease	add_file	Aggiungi questo file
project_admin_editrelease	add_files_note	NOTE: In alcuni browser è necessario selezionare il file nella casella di upload e cliccare "OK". Il doppio click non funziona sempre.</span>
project_admin_editrelease	changelog_too_small	Il changelog è troppo corto
project_admin_editrelease	data_saved	Dati salvati
project_admin_editrelease	delete_file	Rimuovi file
project_admin_editrelease	file_deleted	File Rimosso
project_admin_editrelease	file_list_note	Una volta aggiunto file a questo rilascio, è <strong>necessario</strong> aggiornare ogni file con le informazioni corrette, altimenti non compariranno sul sommario dei download.
project_admin_editrelease	filename_release	Nome file<br />Rilascio
project_admin_editrelease	file_released	File rilasciato
project_admin_editrelease	file_type	Tipo file
project_admin_editrelease	file_type_update	Tipo file<br />Aggiornamento
project_admin_editrelease	file_updated	File aggiornato
project_admin_editrelease	i_am_sure	Sono sicuro
project_admin_editrelease	monitor_count	Ci sono $1 utenti che stanno monitorando questo package.
project_admin_editrelease	no_files_in_release	Nessun file in questo rilascio
project_admin_editrelease	note	Modifica le note di rilascio o il changelog per questo rilascio del pacchetto. Queste modifiche verranno applicate a tutti i file coinvolti da questo rilascio.<br />Puoi sia caricare individualmente le note e il changelog, sia incollarle insieme qui sotto.
project_admin_editrelease	paste_changelog	Incolla il changelog
project_admin_editrelease	paste_release_notes	Incolla le note di rilascio
project_admin_editrelease	preserve_preformatted	Mantieni il testo preformattato
project_admin_editrelease	processor_type	Tipo processore
project_admin_editrelease	processor_update	Processore<br />Data di rilascio
project_admin_editrelease	release_date	Data rilascio
project_admin_editrelease	release_name	Nome rilascio
project_admin_editrelease	release_notes_too_small	Le note di rilascio sono troppo corte
project_admin_editrelease	status	Stato
project_admin_editrelease	step_1	Fase 1: Modifica rilascio
project_admin_editrelease	step_2	Fase 2: Aggiungi file a questo rilascio</h3><p>Adesso, scegli un file da inviare. La dimensione massima di un file è stabilita dall'amministratore del sistema, di default è di 2 MB. Se hai bisogno di inviare file più grandi contatta l'amministratore del sito.</p>
project_admin_editrelease	step_3	Fase 3: Modifica i file in questo rilascio
project_admin_editrelease	submit_refresh	Invia/aggiorna
project_admin_editrelease	title	Modifica rilasci
project_admin_editrelease	update_refresh	Aggiorna/refresh
project_admin_editrelease	upload_change_log	Carica Change Log
project_admin_editrelease	upload_new_file	Carica un nuovo file
project_admin_editrelease	upload_release_notes	Carica Note di rilascio
project_admin_group_trove	intro	<h3>Modifica categorie Trove</h3><p>Seleziona fino a tre voci per ogni categoria Trove principale. Se nel progetto non è presente alcuna voce, selezionare "None Selected".</p><p> IMPORTANTE: I progetti dovrebbero essere classificati nelle categorie più dettagliate. Se si seleziona sia una categoria padre che figlio solo la categoria figlio verrà inserita.
project_admin_group_trove	title	Informazioni Trove del progetto
project_admin_group_trove	update_changes	Aggiorna tutte le modifiche alle categorie
project_admin_history	info	Questo registro mostra chi ha apportato modifiche significative al progetto e quando
project_admin_history	title	Storico
project_admin_qrs	changelog	Change Log
project_admin_qrs	create_new_package	Oppure $1 crea un nuovo package $2
project_admin_qrs	exceed_file_size	Il file supera il limite massimo; contatta l'amministratore del sito per effettuare l'upload di questo file.
project_admin_qrs	file_name	Nome file
project_admin_qrs	file_released	File rilasciato: adesso è possibile modificare il file rilasciato
project_admin_qrs	file_type	Tipo file
project_admin_qrs	ftpupload_choosefile	Seleziona un file FTP:
project_admin_qrs	ftpupload_new_file	In alternativa può usare FTP per fare l'upload di un nuovo file su $1
project_admin_qrs	maximum_file_size	Dimensione massima del file:
project_admin_qrs	must_choose_one	E' necessaria una selezione
project_admin_qrs	no_file_types_available	Nessun tipo file disponibile
project_admin_qrs	package_id	ID package
project_admin_qrs	partial_file	Il file è stato inviato solo parzialmente.
project_admin_qrs	preserve_text	Preserva il testo pre-formattato
project_admin_qrs	processor_type	Tipo processore
project_admin_qrs	qrs_info	Adesso è possibile $1 aggiungere file $2 al rilascio se lo desideri, oppure modificarlo.</p> <p>Nota che i file potrebbero non comparire immediatamente nella $3 pagina di download $4. Potrebbero passare diverse ore prima che sia disponibile.
project_admin_qrs	release_date	Data rilascio
project_admin_qrs	release_file	Rilascia file
project_admin_qrs	release_name	Nome rilascio
project_admin_qrs	release_note	NOTA: in alcuni browser è necessario selezionare il file nella casella di upload e cliccare "OK". Cliccare due volte non registra il file.
project_admin_qrs	release_notes	Note di rilascio
project_admin_qrs	required_file	È necessario selezionare un file.
project_admin_qrs	required_file_type	È necessario selezionare un tipo file.
project_admin_qrs	required_package	È necessario selezionare un package
project_admin_qrs	required_processor_type	È necessario selezionare un tipo processore
project_admin_qrs	required_release_name	È necessario definire un nome di rilascio
project_admin_qrs	title	Rilascia nuova versione di file
project_admin_qrs	unknown_file_error	Errore sconosciuto nell'invio del file.
project_admin_qrs	upload_new_file	Upload di un nuovo file
project_admin_showreleases	date	Data
project_admin_showreleases	no_release	Non sono disponibili rilasci per il package
project_admin_showreleases	package_name	Nome package
project_admin_showreleases	release_name	Nome rilascio
project_admin_showreleases	title	Rilascia nuova versione di un file
project_admin_utils	admin	Amministra
project_admin_utils	by	Da
project_admin_utils	change_history	Cronologia modifiche al progetto
project_admin_utils	database_admin	Amministrazione database
project_admin_utils	date	Data
project_admin_utils	edit_jobs	Modifica posizioni
project_admin_utils	edit_public_info	Modifica informazioni pubbliche
project_admin_utils	field	Campo
project_admin_utils	multimedia_data	Modifica dati multimediali
project_admin_utils	old_value	Valore precedente
project_admin_utils	permission_blurb	<strong>NOTA:</strong><dl><dt><strong>Amministratori del progetto (grassetto)</strong></dt><dd>possono accedere a questa e alle altre pagine di l'amministrazione del progetto</dd><dt><strong>Tecnici dei rilasci</strong></dt><dd>possono rilasciare file (qualsiasi amministratore del progetto è anche tecnico dei rilasci)</dd><dt><strong>Tecnici degli strumenti (T)</strong></dt><dd>a loro possono essere assegnati bug/attività/patch, ecc</dd><dt><strong>Amministratori di strumenti (A)</strong></dt><dd>possono effettuare cambiamenti a bug/attività, ecc e amministrare gli strimenti con le pagine /nomestrumento/admin/</dd><dt><strong>Nessun permesso sullo strumento (N/A)</strong></dt><dd>Lo sviluppatore non ha alcun permesso specifico (equivalente a '-')</dd><dt><strong>Moderatori</strong> (forum)</dt><dd>possono rimuovere i messaggi dai forum</dd><dt><strong>Editori</strong> (Manager documentazione)</dt><dd>possono aggiornare/modificare/eliminare la documentazione del progetto.</dd></dl>
project_admin_utils	post_jobs	Inserisci posizioni
project_admin_utils	project_history	Cronologia delle modifiche
project_admin_utils	stats	Statistiche
project_admin_utils	vhosts	Host virtuali
project_admin_vhost	create	Crea
project_admin_vhost	delete	Rimuovi
project_admin_vhost	info	<strong><span style="text-decoration:underline">Aggiungi nuovo virtual host</span></strong><p>Per aggiungere un nuovo virtualhost, inserisci un <strong>CNAME</strong> per <em>tuohost.org</em> a <strong>$1.$2</strong>. $3 attualmente non ospita mail (non può essere un MX) oppure DNS</strong>. <p>Cliccando su "crea" la creazione del virtual host verrà schedulata. Questa operazione sincronizzerà i server web in modo tale che il tuo host virtuale sarè disponibile alle ore <em>$4.$5</em>.
project_admin_vhost	name	Nuovo host virtuale <em>(esempio: vhost.org)</em>
project_admin_vhost	not_valid_hostname	Nome host non valido - $1
project_admin_vhost	no_vhosts	Nessun host virtuale definito
project_admin_vhost	operations	Operazioni
project_admin_vhost	title	Gestione host virtuali
project_admin_vhost	vhost	Host virtuale
project_admin_vhost	vhost_deleted	Host virtuale Rimosso
project_admin_vhost	vhost_scheduled	Host virtuale schedulato per la creazione
project_filemodule_monitor	start_monitor_body	È stata attivata la notifica del package
project_filemodule_monitor	start_monitor_title	Notifica attivata
project_filemodule_monitor	stop_monitor_body	È stata disattivata la notifica del package
project_filemodule_monitor	stop_monitor_title	Notifica disattivata
project_home	help_wanted	AIUTO RICHIESTO: Questo progetto sta cercando
project_home	help_wanted_multiple	persone per occupare $1 svariate posizioni differenti 
project_home	holding_note	NOTA: Questo progetto è mantenuto dal team di $1, non è però il sito ufficiale di questo progetto. Ulteriori informazioni sul copyright possono essere trovate sulla homepage del progetto.
project_home	monitor_package	Notifica questo package
project_home	no_subprojects	Non ci sono sottoprogetti pubblici
project_home	no_trackers	Non ci sono tracker pubblici
project_home	public_mailing_lists	mailing list pubbliche
project_home	release_notes	Note di rilascio
project_home	surveys	sondaggi
project_home	title	Informazioni progetto
project_home	tracker_open	$1 aperti / $2 totali
project_home	view_members	Visualizza i membri
project_home	view_project_files	Visualizza tutti i file
project_joinrequest	already_member	Sei già un membro di questo progetto.
project_joinrequest	already_requested	Hai già mandato una richiesta agli amministratori del progetto.
project_joinrequest	comments	Puoi inviare un commento agli amministratori:
project_joinrequest	denied	La tua richiesta di partecipare al progetto $1 è stata rifiutata dall'amministratore.
project_joinrequest	joining	Puoi richiedere di partecipare ad un progetto cliccando sul pulsante Invia. Gli amministratori dovranno approvare o rifiutare la tua richiesta.
project_joinrequest	join_notice_body	$1 ha richiesto di partecipare al progetto.\nPer approvare la richiesta : http://$2/project/admin/?group_id=$3. nnCommenti dell'utente:n$4
project_joinrequest	join_notice_subject	Richiedi di partecipare al progetto $1
project_joinrequest	nonepending	Nessuna richiesta pendente
project_joinrequest	pending	Richieste pendenti
project_joinrequest	request_link	Richiedi di partecipare al progetto
project_joinrequest	submitted	La tua richiesta è stata inoltrata.
project_joinrequest	title	Richiedi di partecipare al progetto
project_memberlist	developer	Sviluppatore
project_memberlist	joining	<P>Se vuoi partecipare a questo progetto, contatta uno degli amministratori, contrassegnati dal grassetto qui sotto.</p><br><br>
project_memberlist	role	Ruolo/Posizione
project_memberlist	skills	Competenze
project_memberlist	title	Elenco partecipanti al progetto
project_memberlist	username	Utente
project_memberlist	view	Visualizza
project_showfiles	architecture	Architettura
project_showfiles	date	Data
project_showfiles	downloads	D/L
project_showfiles	error_no_packages_defined_text	Non è stato definito alcun pacchetto di file per questo progetto.
project_showfiles	error_no_packages_defined_title	Non è definito alcun pacchetto di file
project_showfiles	filename	Nome file
project_showfiles	file_type	Tipo
project_showfiles	intro	Qui trovi l'elenco di tutti i file del progetto.
project_showfiles	intro2	Prima di scaricare il file, leggi le note di rilascio e il Changelog (accessibile cliccando sulla versione della release).
project_showfiles	monitor_package	Tieni sotto controllo questo package
project_showfiles	new_release	Clicca qui per creare una nuova release.
project_showfiles	no_releases	Nessuna release
project_showfiles	package	Pacchetto
project_showfiles	project_totals	Totali progetto
project_showfiles	release_highlighted	La release che hai scelto è <span class="selected">evidenziata</span>.
project_showfiles	release_notes	Note al rilascio
project_showfiles	size	Dimensione
project_showfiles	title	File rilasciati per il progetto
project_shownotes	changes	Modifiche:
project_shownotes	error_release_not_found	La release richiesta non è stata trovata.
project_shownotes	notes	Note:
project_shownotes	release_name	Nome Release:
project_shownotes	title	Note e Changelog della release
project_stats_utils	all_tracker	Tutti i tracker
project_stats_utils	bugs	Bug
project_stats_utils	CVS	CVS
project_stats_utils	date	Data
project_stats_utils	days	Giorni
project_stats_utils	dl	D/l
project_stats_utils	month	Mese
project_stats_utils	page_views	Pagine visitate
project_stats_utils	patches	Patch
project_stats_utils	project_did_not_exits	Il progetto non esisteva in quella data
project_stats_utils	rank	Posizione
project_stats_utils	stats_all_time	Statistiche per l'intera durata del progetto
project_stats_utils	stats_for_days	Statistiche per gli ultimi $1 giorni
project_stats_utils	stats_for_months	Statistiche per gli ultimi $1 mesi
project_stats_utils	support	Supporto
project_stats_utils	tasks	Attività
rbac_edit	addrole	Aggiungi ruolo
rbac_edit	editrole	Modifica Ruolo
rbac_edit	editroles	Modifica Ruoli
rbac_edit	intro	Usa questa pagina per modificare i ruoli per il tuo progetto. Nota che ogni membro ha come minimo i privilegi del profilo Observer. Ad esempio, se il profilo Observer ha il permesso di lettura su CVS, allora tutti i ruoli del progetto hanno il permesso di lettura su CVS.
rbac_edit	newrole	Nuovo ruolo
rbac_edit	observer	Modifica osservatore
rbac_edit	observerintro	Usa questa pagina per modificare i privilegi per gli utenti che non sono membri del progetto e utenti non collegati.
rbac_edit	observerusername	Osservatore
rbac_edit	pgtitle	Modifica Ruolo
rbac_edit	remove	Elimina
rbac_edit	role	Ruolo
rbac_edit	rolename	Nome ruolo
rbac_edit	title1	Sezione
rbac_edit	title2	Sottosezione
rbac_edit	title3	Impostazione
rbac_edit	update	Modifica
rbac_vals	docman0	Leggi/Scrivi
rbac_vals	docman1	Amministratore
rbac_vals	forum0	Lettura
rbac_vals	forum1	Scrivi
rbac_vals	forum-1	Nessun accesso
rbac_vals	forum2	Amministra
rbac_vals	forumadmin0	Nessuno
rbac_vals	forumadmin2	Amministratore
rbac_vals	forumanon0	Non permetti messaggi anonimi
rbac_vals	forumanon1	Permetti messaggi anonimi
rbac_vals	forumpublic0	Privato
rbac_vals	forumpublic1	Pubblico
rbac_vals	frs0	Lettura
rbac_vals	frs1	Scrittura
rbac_vals	frspackage	Sistema di rilasci file
rbac_vals	frspackage0	Privato
rbac_vals	frspackage1	Pubblico
rbac_vals	pm0	Lettura
rbac_vals	pm1	Tecnico
rbac_vals	pm-1	Nessun accesso
rbac_vals	pm2	Tecnico & Amministratore
rbac_vals	pm3	Solo amministratore
rbac_vals	pmadmin0	Nessuno
rbac_vals	pmadmin2	Amministratore
rbac_vals	pmpublic0	Privato
rbac_vals	pmpublic1	Pubblico
rbac_vals	projectadmin0	Nessuno
rbac_vals	projectadminA	Amministratore
rbac_vals	projectpublic0	Privato
rbac_vals	projectpublic1	Pubblico
rbac_vals	scm0	Lettura
rbac_vals	scm1	Scrittura
rbac_vals	scm-1	Nessun accesso
rbac_vals	scmpublic0	Privato
rbac_vals	scmpublic1	Pubblico (PServer)
rbac_vals	tracker0	Lettura
rbac_vals	tracker1	Tecnico
rbac_vals	tracker-1	Nessun accesso
rbac_vals	tracker2	Tecnico & Amministratore
rbac_vals	tracker3	Solo amministratore
rbac_vals	trackeradmin0	Nessuno
rbac_vals	trackeradmin2	Amministra
rbac_vals	trackeranon0	Non permette messaggi anonimi
rbac_vals	trackeranon1	Permetti messaggi anonimi
rbac_vals	trackerpublic0	Privato
rbac_vals	trackerpublic1	Pubblico
register	apply_for_registration	Per registrare un progetto, devi inserire alcune informazioni di base. Leggi attentamente le descrizioni e fornisci informazioni complete e attendibili. Tutti i campi sono obbligatori.
register	choose_scm	<h3>6. SCM</h3><p>Puoi selezionare un solo SCM per il tuo progetto. </p> <p><strong>Non sarà possibile cambiare questa impostazione una volta che il progetto è registrato!</strong></p>
register	comprehensive_description	Descrivi il progetto in modo più dettagliato.
register	conflicting_licenses_choice	Scelta sulle licenze conflittuale
register	describe_registration	Descrivi il sommario del progetto in modo più dettagliato.
register	i_agree	Approvo
register	i_disagree	Non approvo
register	invalid_full_name	Nome non valido
register	invalid_unix_name	Nome unix non valido
register	more_license_description	Descrivere in modo più dettagliato la licenza.
register	no_license_chosen	Non hai scelto una licenza
register	one_scm	Dato che esiste solo un SCM, questo verrà selezionato automaticamente. Verrà selezionato <strong>$1</strong>.
register	other_license	Se hai selezionato "altra", inserisci una spiegazione oltre che alla descrizione della licenza. Considera che altre licenze potrebbero non venir approvate e potrebbe passare più tempo visto che dovremo controllare se la licenza è compatibile con l'ambiente OpenSource.
register	project_description	<h3>4. Descrizione pubblica del progetto</h3><p>Questa è la descrizione del tuo progetto che sarà visualizzata nel sommario, nei risultati della ricerca, ecc. Non dovrebbe essere lunga e formale quanto la descrizione dell'obiettivo del progetto (passo 2), sentiti libero di essere breve e conciso. La lunghezza massima è di 255 caratteri.
register	project_full_name	<h3>1. Nome completo del progetto</h3><p>Inizia col dare un nome al progetto. Il "Nome completo" è descrittivo e non ha restrizioni, eccetto una lunghezza massima di 40 caratteri.</p>Nome completo:<br/>
register	project_information	Informazioni progetto
register	project_license	<h3>3. Licenza</h3> <p><strong><em>Se la tua richiesta è solo per un sito web, seleziona la voce "solo sito web" nella lista qui sotto e prosegui.</em></strong><p>$1 è stato creato per migliorare lo sviluppo di software Open Source. Per mantenere semplici le cose, ci affidiamo al notevolissimo lavoro svolto dalla <a href="http://www.opensource.org">Open Source Initiative</a> per la scelta delle nostre licenze. <p>Ci rendiamo però conto che ci possono essere in giro altre licenze che meglio soddisfino le tue esigenze. Se devi usare una licenza che non sia Certificata OSI, per favore facci sapere il perché.<p>Scegliere una licenza è una decisione molto seria. Prenditi un po' di tempo per leggere il testo (e le nostre spiegazioni) delle diverse licenze prima di sceglierne una per il tuo progetto. <p>Puoi cambiare la licenza del tuo progetto anche in un secondo momento, posto che tu abbia il diritto legale di farlo, che il rilascio dei file osservi questo cambiamento e che la categorizzazione venga aggiornata di conseguenza. <em>Tieni presente che i cambi di licenza non sono retroattivi (vale a dire che non si applicano a prodotto precedentemente rilasciati con una licenza OpenSource).</em> <p>$1 non è responsabile per eventuali discrepanze legali relative alla tua licenza. <p><strong>Licenze</strong>
register	project_submitted	Il progetto è stato sottoposto agli amministratori di $1. Entro 72 ore riceverai notifica della loro decisione e ulteriori istruzioni.</p><p>Grazie per aver scelto $1
register	project_unix_name	<h3>5. Nome unix del progetto</h3><p>In aggiunta al nome del progetto, devi scegliere un nome "Unix" del progetto.</p><p> Il "nome Unix" ha diverse restrizioni perché è usato in molti posti all'interni del sito:<ul><li>non può essere uguale al nome unix di un altro progetto<li>la lunghezza deve essere tra 3 e 15 caratteri<li>deve essere in minuscolo<li>può contenere solo caratteri, numeri e - <li>deve essere un nome di un utente unix valido<li>non può corrispondere a uno dei domini riservati<li>il nome unix non cambierà mai per l'intera durata del progetto</ul><p>Il nome Unix è importante perché sarà utilizzato per:<ul><li>un sito web: <tt>unixname.$1</tt><li>un repository CVS: <tt>/cvsroot/unixname</tt> sul server <tt>cvs.unixname.$1</tt><li>Accessi shell a <tt>unixname.$1</tt><li>Motore di ricerca </ul><p>Nome unix:<br/>
register	purpose_and_summarization	<h3>2. Sommario e obiettivo del progetto</h3><p><strong></strong><p><strong> Inserisci una descrizione dettagliata e accurata del tuo progetto e quali risorse di $1 userai. Questa descrizione sarà la base per la scelta di approvare o rifiutare il tuo progetto su $1 e, in futuro, per garantire l'utilizzo delle risorse nel modo dovuto. La descrizione non sarà utilizzata come descrizione pubblica del progetto. Deve essere scritta in inglese.</strong>
register	registration_complete	Registrazione completata
register	scm_not_selected	Il sito ha SCM abilitato, non è stato selezionato alcun SCM.
register	unix_group_name_already_taken	Nome unix già utilizzato.
reporting	add	Aggiungi
reporting	administrative	Amministrativo
reporting	area	Aree
