#/**
#  *
#  * Bulgarian message catalog
#  *
#  * GForge: Breaking Down the Barriers to Open Source Development
#  * Copyright 1999-2001 (c) VA Linux Systems
#  * http://sourceforge.net
#  *
#  * @version   $Id$
#  * @author Delyan Toshev
#  *
#  */
#
# ChangeLog:
#
# 2000-10-14  Delyan Toshev
#	* Initial translation
#
#reporting       feature_req     Feature Reqs

snippet_utils	auctions	Auctions
snippet_utils	author	Автор
snippet_utils	bbs_systems	BBS Systems
snippet_utils	browse	Разглеждане на библиотеката
snippet_utils	calendars	Calendars
snippet_utils	category	Категория:
snippet_utils	choose_one	Изберете...
snippet_utils	class	Class
snippet_utils	create_a_package	Създаване на пакет
snippet_utils	database_manipulation	Database Manipulation
snippet_utils	description	Описание:
snippet_utils	download_version	Download Version
snippet_utils	file_management	File Management
snippet_utils	full_script	Full Script
snippet_utils	function	Function
snippet_utils	games	Games
snippet_utils	html_manipulation	HTML Manipulation
snippet_utils	language	Language:
snippet_utils	license	License:
snippet_utils	math_functions	Math Functions
snippet_utils	no_snippets_are_in_this_package	No Snippets Are In This Package Yet
snippet_utils	other	Other
snippet_utils	other_language	Other Language
snippet_utils	readme	README
snippet_utils	sample_code	Sample Code (HOWTO)
snippet_utils	searching	Searching
snippet_utils	shopping_carts	Shopping Carts
snippet_utils	snippet_id	Snippet ID
snippet_utils	snippet_in_this_package	Snippets In This Package:
snippet_utils	snippet_title	Title
snippet_utils	submit_a_new_snippet	Добавяне на фрагмент
snippet_utils	type	Type:
snippet_utils	unix_admin	UNIX Admin
snippet_utils	voting	Voting
snippet_utils	website_only	WebSite Only
softwaremap	title	Trove
source	file_not_found	File Not Found
source	file_not_found_text	Cannot find specified file to display.
source	invalid_argument	Invalid File Argument
source	invalid_argument_text	The file argument is invalid.
source	missing_file	Missing File Argument
source	missing_file_text	A file must be specified for this page.
source	show_source	Show source
source	source_of	Source of $1
staff	about_blurb	<P><h2>GForge Staff</h2><P><table border=0 cellspacing=2 cellpadding=2 bgcolor=""><tr valign=top><td><a href="/sendmessage.php?toaddress=pat_maillink_users.sourceforge.net">Patrick McGovern</a></td><td>(pat)</td><td>Patrick McGovern (pat) - Pat "Sounds Good" McGovern is the new Director of <A HREF="http://sourceforge.net/">GForge.net</A>.  We're glad to have Pat on board, as he used to run <A HREF="http://www.valinux.com/">valinux.com</A>, so he knows a thing or two about running important web sites.</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=dlb_maillink_users.sourceforge.net">Dan Bressler</a></td><td>(dlb)</td><td>Dan is the "Product Manager" for GForge. We're not sure what that means, only that he likes timelines and handles business development issues.</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=bigdisk_maillink_users.sourceforge.net">Tim Perdue</a></td><td>(bigdisk)</td><td>Tim is the technical lead on GForge and is from Iowa. Yes Iowa. Not Idaho and not Ohio. Iowa. When he's not working you can locate him fairly easy as he has the only BMW Z3 in Iowa.<P>Tim founded <A HREF="http://www.phpbuilder.com/">PHPBuilder.com</A> and <A HREF="http://www.geocrawler.com/">Geocrawler.com</A>.</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=pfalcon_maillink_users.sourceforge.net">Paul Sokolovsky</a></td><td>(pfalcon)</td><td>Paul is a developer, living in Ukraine. Yep, it's where Chernobyl is located. He *claims* he had nothing to do with what happened.  He describes himself as a "confirmed geek/workaholic type".</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=zelphyr_maillink_users.sourceforge.net">Darrell Brogdon</a></td><td>(zelphyr)</td><td>Darrell is also on the GForge development team. He worked for another company, but they wanted to ditch Open Source and move to ASP for their web applications... Now he works for us.</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=precision_maillink_users.sourceforge.net">Uriah Welcome</a></td><td>(precision)</td><td>Uriah is a system administrator/developer from the frosty regions of Minnesota.  When he's not shoveling his driveway or defrosting his car you'll find him locked away in a dark room somewhere in front of a computer.</td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=moorman_maillink_users.sourceforge.net">Jacob Moorman</a></td><td>(moorman)</td><td>Jacob (aka roguemtl) is the Quality of Service Manager for GForge. He currently handles the bulk of the level two support requests, maintains the site status page, and helps to ensure everyone who logs a support request gets timely, correct service.  He works from the northeastern US.</td></tr><TR><TD COLSPAN="2"><B>Founders:</B></TD></TR><tr valign=top><td><a href="/sendmessage.php?toaddress=fusion94_maillink_users.sourceforge.net">Tony Guntharp</a></td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=dtype_maillink_users.sourceforge.net">Drew Streib</a></td></tr><tr valign=top><td><a href="/sendmessage.php?toaddress=bigdisk_maillink_users.sourceforge.net">Tim Perdue</a></td></TR><tr valign=top><td><a href="/sendmessage.php?toaddress=precision_maillink_users.sourceforge.net">Uriah Welcome</a></td></TR><TR><TD COLSPAN="2">&nbsp;<P><B>Signicant Outside Contributors:</B></TD></TR><tr valign=top><td><a href="/sendmessage.php?toaddress=wallace_maillink_users.sourceforge.net">Wallace Lee</a></td><td>(wallace)</td><td>Wallace has contributed significant tweaks and improvements to the GForge core code base. We appreciate his efforts, as do the users who benefit from his contributions.</td></tr></table>
stats	overview_stats	OVERVIEW STATS
stats	project_stats	PROJECT STATS
stats	site_graphs	SITE GRAPHS
stats	title	$1 Site Statistics
stats_graph	joverview_stats	OVERVIEW STATS
stats_graph	project_stats	PROJECT STATS
stats_graph	site_graphs	SITE GRAPHS
stats_graph	sitewide_statistics_graphs	Sitewide Statistics Graphs
stats_i18n	language	Language
stats_i18n	language_distribution	Languages Distributions
stats_i18n	language_text	This is a list of the preferences that users have chosen in their user preferences; it does not include languages which are selected via cookies or browser preferences
stats_i18n	title	$1 I18n Statistics
stats_i18n	total_non_english	Total Non-English
stats_i18n	users	Users
stats_index	other_statistics	Other statistics:<ul><li><a href="i18n.php">I18n Statistics</a></li></ul>
stats_index	overview_stats	OVERVIEW STATS
stats_index	project_stats	PROJECT STATS
stats_index	site_graphs	SITE GRAPHS
stats_index	sitewide_aggregate_statistics	Sitewide Aggregate Statistics
stats_lastlogins	date	Date
stats_lastlogins	last_logins	Last Logins
stats_lastlogins	most_recent_open	Most Recent Opened Sessions
stats_lastlogins	no_records	No records found","Database error: "
stats_lastlogins	source_ip	Source IP
stats_lastlogins	username	Username
stats_projects	project_comparision	Project Statistical Comparisons
stats_site_utils	adds	Adds
stats_site_utils	all	all
stats_site_utils	all_projects	All Projects
stats_site_utils	all_trkr	All Trkr
stats_site_utils	bugs	Bugs
stats_site_utils	cls	Cls
stats_site_utils	comma_seperated_group_id	<strong>comma separated</strong> group_id\'s)
stats_site_utils	comms	Comm's
stats_site_utils	cos	CO's
stats_site_utils	current_statistic_all_time	Current Aggregate Statistics for All Time
stats_site_utils	cvs	SCM
stats_site_utils	day	Day
stats_site_utils	developers	Developers
stats_site_utils	downloads	Downloads
stats_site_utils	generate_report	Generate Report
stats_site_utils	group_name	Group Name
stats_site_utils	in_trove_category	Projects in trove category:
stats_site_utils	last_30	last_30
stats_site_utils	month	Month
stats_site_utils	no_data	No Data
stats_site_utils	no_valid_data	Query returned no valid data.
stats_site_utils	opn	Opn
stats_site_utils	or_special_project_list	OR enter Special Project List: 
stats_site_utils	page_views	Page Views
stats_site_utils	patches	Patches
stats_site_utils	projects	Projects
stats_site_utils	report	Report: 
stats_site_utils	returned_no_category	returned no category name
stats_site_utils	site	Site
stats_site_utils	site_views	Site Views
stats_site_utils	special_project_list	Special Project List
stats_site_utils	statistics_for_the_past_days	Statistics for the past $1 days.
stats_site_utils	statistics_for_the_past_months	Statistics for the past $1 months.
stats_site_utils	subdomain	Subdomain
stats_site_utils	subdomain_views	Subdomain Views
stats_site_utils	support	Support
stats_site_utils	tasks	Tasks
stats_site_utils	total	Total
stats_site_utils	view_by	View by: 
stats_user_graph	date	Date
stats_user_graph	new_additions_by_day	New Additions, by Day
stats_user_graph	new_user_projects	New Users (RED), New Projects (BLUE
stats_user_graph	user_projects	Users (RED) / Projects (BLUE)
stats_view_graph	date	Date
stats_view_graph	page_views	Gforge Page Views
stats_view_graph	total_views	Total Page Views (RED) ($1 days)
stats_view_graph	views	Views (RED)
survey_add_question	add_this_question	Add This Question.
survey_add_question	error_insert_question	Error inserting question
survey_add_question	question	Question
survey_add_question	question_added	Question Added
survey_add_question	question_type	Question type
survey_add_question	show_existing_questions	Show Existing Questions.
survey_add_question	title	Add A Question
survey_add_survey	add_this_survey	Add This Survey
survey_add_survey	error_in_insert	Error in Survey Insert
survey_add_survey	existing_surveys	Existing Surveys
survey_add_survey	is_active	Флаг за активност
survey_add_survey	list_questions_numbers	List question numbers, in desired order, separated by commas. <strong>Refer to your list of questions</strong> so you can view the question id's. Do <strong>not</strong> include spaces or end your list with a comma. <br />Ex: 1,2,3,4,5,6,7
survey_add_survey	name_of_survey	Name Of Survey:
survey_add_survey	no	No
survey_add_survey	show_existing_question	Show Existing Questions
survey_add_survey	survey_inserted	Survey Inserted
survey_add_survey	yes	Yes
survey_admin	section	Survey Tool
survey_admin	title	Administration
survey_admin	edit	Edit
survey_admin	delete	Delete
survey_admin_add_question	section	Survey Tool Administration
survey_admin_add_question	title	Add Survey Question
survey_admin_add_survey	section	Survey Tool Administration
survey_admin_edit_question	section	Survey Tool Administration
survey_admin_edit_question	title	Edit A Survey Question
survey_admin_edit_survey	section	Survey Tool Administration
survey_admin_index	add_question	Добавяне на въпрос
survey_admin_index	add_survey	Добавяне на проучване
survey_admin_index	edir_existing_survey	Редактиране на съществуващи проучвания
survey_admin_index	edit_existing_question	Редактиране на съществуващи въпроси
survey_admin_index	its_simple_to_create	<p>Създаването на проучване става по следния начин:<ol><li>Създайте въпросите и обясненията кум тях.</li><li>Създайте проучване, като подредите въпросите от вашия списък в желания ред.</li></ol><br /><p>Проучването ще може да се достъпи чрез следния URL: $1, където XX е идентификатора на проучването
survey_admin_index	permission_denied	Достъпът е отказан
survey_admin_index	show_results	Резултати от проучването
survey_admin_index	title	Администриране
survey_admin_index	you_can_now_activate	
survey_admin_show_questions	section	Survey Tool Administration
survey_admin_show_questions	title	Въпроси на проучването
survey_admin_show_results	section	Survey Tool Administration
survey_admin_show_results	title	Резултати от проучването
survey_admin_show_results_aggregate	section	Survey Tool Administration
survey_admin_show_results_aggregate	title	Резултати от проучването
survey_admin_show_results_comments	section	Survey Tool Administration
survey_admin_show_results_comments	title	Коментари към проучването
survey_admin_show_results_individual	section	Survey Tool Administration
survey_admin_show_results_individual	title	Show Individual Survey Results
survey_admin_utils	found	$1 проучвания са намерени
survey_admin_utils	group_id	Group Id
survey_admin_utils	survey_id	Survey Id
survey_admin_utils	survey_questions	Survey questions
survey_admin_utils	survey_title	Име на проучването
survey_edit	change_after_already_response	If you change a survey after you already have responses, your results pages could be misleading or messed up
survey_edit	existing_surveys	Existing Surveys
survey_edit	is_active	Флаг за активност
survey_edit	list_question_numbers	List question numbers, in desired order, separated by commas. <strong>Refer to your list of questions</strong> so you can view	the question id's. Do <strong>not</strong> include spaces or end your list with a comma.<br /> Ex: 1,2,3,4,5,6,7
survey_edit	missing_date	UPDATE FAILED: Missing Data
survey_edit	name_off_survey	Name of Survey
survey_edit	no	No
survey_edit	permission_denied	Permission Denied
survey_edit	question	Questions
survey_edit	show_existing_questions	Show Existing Questions
survey_edit	submit_changes	Submit Changes
survey_edit	survey_question_required	UPDATE FAILED: Survey Questions Required
survey_edit	survey_title_required	UPDATE FAILED: Survey Title Required
survey_edit	title	Edit A Survey
survey_edit	update_failed	UPDATE FAILED
survey_edit	update_successful	UPDATE SUCCESSFUL
survey_edit	delete_failed	DELETE FAILED
survey_edit	delete_successful	DELETE SUCCESSFUL
survey_edit	warning_survey_after_response	WARNING! It is a bad idea to edit a survey after responses have been posted
survey_edit	yes	Yes
survey_edit	addable_question	Addable Questions
survey_edit	existing_question	Questions in this Survey
survey_edit_question	editing_question	Editing Question
survey_edit_question	error_finding_question	Error finding question
survey_edit_question	if_you_change_after	If you change a question after responses have been posted, your results pages may be misleading
survey_edit_question	permission_denied	Permission Denied
survey_edit_question	question	Question
survey_edit_question	question_type	Question Type
survey_edit_question	show_existing_question	Show Existing Questions
survey_edit_question	submit_changes	Submit Changes
survey_edit_question	title	Edit A Question
survey_edit_question	update_failed	UPDATE FAILED
survey_edit_question	update_successful	UPDATE SUCCESSFUL
survey_edit_question	warning_change_after_response	WARNING! It is a bad idea to change a question after responses to it have been submitted
survey_index	for_some_reason	For some reason, the Group ID or Survey ID did not make it to this page
survey_index	survey_id	Survey ID
survey_index	survey_title	Survey Title
survey_index	survey_questions	Questions
survey_index	survey_number_questions	Number of Questions
survey_index	survey_number_votes	Number of Votes
survey_index	survey_vote	Vote
survey_index	survey_edit	Edit
survey_index	survey_result	Result
survey_index	survey_result_graph	Result with Graph
survey_index	this_group_has	This Group Has No Active Surveys
survey_index	title	Survey
survey_privacy	survey_privacy	Survey Privacy
survey_privacy	the_privacy_information	<p>The information collected in these surveys will never be sold to third parties or used to solicit you to purchase any goods or services.</p><p>This information is being gathered to build a profile of the projects and developers being surveyed. That profile will help visitors to the site understand the quality of a given project.</p><p>The ID's of those who answer surveys are suppressed and not viewable by project administrators or the public or third parties.</p><p>The information gathered is used only in aggregate form, not to single out specific users or developers.</p><p>If any changes are made to this policy, it will affect only future data that is collected and the user will of course have the ability to 'opt-out'.
survey_privacy	the_team	The $1 Team
survey_privacy	title	Survey
survey_rating_resp	click_to_resturn	Click to return to previous page
survey_rating_resp	error	ERROR
survey_rating_resp	error_in_insert	Error in insert
survey_rating_resp	error_missing	ERROR!!! MISSING PARAMS
survey_rating_resp	if_you_vote_again	If you vote again, your old vote will be erased.
survey_rating_resp	title	Voting
survey_rating_resp	vote_reg	Vote registered
survey_rating_resp	vote_regsitered	Vote Registered
survey_rating_resp	you_must_be_logged_in	You must be logged in to vote
survey_resp	error	Error
survey_resp	error_some_reason	Error - For some reason group_id and/or survey_id did not make it he
survey_resp	regards	Regards
survey_resp	thank_you	Thank you for taking time to complete this survey.
survey_resp	the_crew	The $1 Crew
survey_resp	title	Survey Complete
survey_resp	unfortunately_you_have_to_be	Unfortunately, you have to be logged in to participate in surveys.
survey_resp	you_nedd_to_be_logged_in	You need to be logged in
survey_show_questions	found	$1 questions found
survey_show_questions	note_use_these_questions_id	NOTE: use these question_id's when you create a new survey
survey_show_questions	permission_denied	Permission Denied
survey_show_questions	title	Survey Questions
survey_show_questions	you_may_use_any_of_these	You may use any of these questions on your surveys
survey_show_result_comment	found	Found
survey_show_result_comment	permission_denied	Permission Denied
survey_show_result_comment	question	Question:
survey_show_result_comment	title	Survey Aggregate Results
survey_show_results	found	Found
survey_show_results	permission_denied	Permission Denied
survey_show_results	title	Survey Results
survey_show_results	view_aggregate_responses	View Aggregate Responses
survey_show_results_aggregate	no_votes	No Votes
survey_show_results_aggregate	average	Average
survey_show_results_aggregate	error	error
survey_show_results_aggregate	no	No
survey_show_results_aggregate	permission_denied	Permission Denied
survey_show_results_aggregate	responses	Responses
survey_show_results_aggregate	title	Survey Aggregate Results
survey_show_results_aggregate	view_comments	View All $1 Comments
survey_show_results_aggregate	comments	Comments
survey_show_results_aggregate	yes	Yes
survey_show_results_aggregate	yes_no	Yes / No
survey_show_results_csv	permission_denied	Permission Denied
survey_show_results_individual	permission_denied	Permission Denied
survey_show_results_individual	title	Results
survey_show_results_individual	yes_no	Yes / No
survey_survey	section	Survey Tool
survey_survey_resp	section	Survey Tool
survey_survey_resp	title	Survey Processing / Response
survey_utils	add_question	Добавяне на въпроси
survey_utils	add_survey	Добавяне на проучване
survey_utils	add_edit_question	Добавяне/редактиране на въпроси
survey_utils	add_edit_survey	Добавяне/редактиране на проучване
survey_utils	admin	Администриране
survey_utils	edit_questions	Редактиране на въпроси
survey_utils	edit_survey	Редактиране на проучване
survey_utils	error_this_group_has_turned_off	Модулът "Проучвания" е деактивиран за този проект
survey_utils	show_results	Резултати
survey_error	min_question_length	Въпросът е твърде кратък
survey_error	error_no_valid_group_object	Невалиден проект
survey_error	error_no_valid_survey_object	Невалидно проучване
survey_error	error_no_valid_question_object	Невалиден въпрос
survey_error	no_question_found	Няма въпроси към това проучване
survey_error	no_survey_found		Няма публикувани проучвания
survey_error	no_survey_response_found		No Survey Response is found
survey_error	permission_denied	Нямате право да достъпвате тази страница
survey_error	no_survey_data_filled	The Survey data is not filled
system	datefmt	Y-m-d H:i
system	locale	en_US
system	strftimefmt	%Y %B %e  %H:%M
themes	section	Account Preferences
themes	title	View/Change Theme
top	NA	N/A
top	about_blurb	We track many project usage statistics on $1, and display here the top ranked projects in several categories.
top	active_all_time	Most Active All Time
top	active_weekly	Most Active This Week
top	down	Down $1
top	downloads	Top Downloads
top	downloads_7_days	Top Downloads (Past 7 Days)
top	forum_posts	Top Forum Post Counts
top	highest_ranked_users	Highest Ranked Users
top	pageviews	Top Project Pageviews - Measured by impressions of the $1 'button' logo
top	same	Same
top	title	Top Projects
top	top_project	Top $1 project
top	up	Up $1
top	updated_daily	Updated Daily
top	view_other_top_category	View Other Top Categories
top_mostactive	percentile	Percentile
top_mostactive	project_name	Project Name
top_mostactive	rank	Rank
top_mostactive	section	Top Projects
top_mostactive	title	Most Active Projects: $1
top_mostactive	updated_daily	Updated Daily
top_toplist	change	Change
top_toplist	download	Downloads
top_toplist	last_rank	Last Rank
top_toplist	pageviews	Pageviews
top_toplist	posts	Posts
top_toplist	project_name	Project name
top_toplist	rank	Rank
top_toplist	section	Top Projects
top_toplist	title	Top Project Lists
top_toplist	top_download	Top Downloads
top_toplist	top_download_7_days	Top Downloads in the Past 7 Days
top_toplist	top_forum_post_count	Top Forum Post Counts
top_toplist	top_weekly_pagesviews	Top Weekly Project Pageviews at *.$1 (from impressions of $2 logo)
top_topusers	change	Change
top_topusers	info_not_available	Information not available
top_topusers	info_not_available_more	Information about highest ranked users is not available.
top_topusers	last_rank	Last Rank
top_topusers	rank	Rank
top_topusers	rating	Rating
top_topusers	real_name	Real Name
top_topusers	title	Highest Ranked Users
top_topusers	user_name	User Name
tracker	admin	Admin
tracker	any	Any
tracker	assigned_to	Assigned To
tracker	assignee	Assignee
tracker	category	Category
tracker	category_any	Any
tracker	changed	Changed
tracker	check_upload	Check to Upload & Attach File
tracker	choose	Изберете тракер и ще можете да разглеждате, редактирате и добавяте елементи в него.
tracker	close_date	Close Date
tracker	comment	comment
tracker	comments	comments
tracker	comment_added	Comment Added
tracker	date	Date
tracker	detailed_description	Detailed description
tracker	file_delete	File Delete: 
tracker	file_delete_successful	File Delete: Successful
tracker	file_delete_upload	File Upload
tracker	file_description	File description
tracker	file_upload_successful	File Upload: Successful
tracker	followups	Followup
tracker	group	Group
tracker	group_any	Any
tracker	id	ID
tracker	insert_email	If you <strong>cannot</strong> login, then enter your email address here:
tracker	item_created	Item Successfully Created
tracker	item_group	Group
tracker	no_trackers	No Accessible Trackers Found
tracker	no_trackers_text	No trackers have been set up, or you cannot view them.<p><FONT COLOR=RED>The Admin for this project will have to set up data types using the $1 admin page $2</FONT></strong>
tracker	open_date	Open Date
tracker	pagetitle	Тракер
tracker	please_login	Please $1 login $2
tracker	priority	Priority
tracker	reporting	Отчет
tracker	resolution	Resolution
tracker	security_note	DO NOT enter passwords or confidential information in your message!
tracker	status	State
tracker	status_any	Any
tracker	submitted_by	Submitted By
tracker	submitter	Submitter
tracker	summary	Summary
tracker	title	Тракери
tracker	tracker_item	Tracker Item
tracker	unassigned	Unassigned
tracker	updated_successful	Updated Successfully
tracker_add	for_project	For project
tracker_add	submit		Submit
tracker_add	title	Submit Tracker Item
tracker_admin	add_canned_responses	Add/Update Canned Responses
tracker_admin	add_canned_responses_info	Create/Change generic response messages for the tracker
tracker_admin	add_categories	Add/Update Categories
tracker_admin	add_categories_info	Add categories like, 'mail module','gant chart module','cvs', etc
tracker_admin	add_group_infos	Add groups like, 'v1.2','unsupported','unverified', etc
tracker_admin	add_groups	Add/Update Groups
tracker_admin	add_permissions	Add/Update Users &amp; Permissions
tracker_admin	add_permissions_info	Add/remove users to/from this tracker
tracker_admin	admin	Admin
tracker_admin	auto_assign_to	Auto-Assign To
tracker_admin	canned_response_inserted	Canned Response Inserted
tracker_admin	canned_response_updated	Canned Response Updated
tracker_admin	category_add_warning	Once you add a category, it cannot be deleted
tracker_admin	category_inserted	Category Inserted
tracker_admin	category_name	Category Name
tracker_admin	category_updated	Category Updated
tracker_admin	choose_datatype	Choose a data type and you can set up prefs, categories, groups, users, and permissions
tracker_admin	error_inserting	Error inserting
tracker_admin	error_updating	Error updating
tracker_admin	group_inserted	Group Inserted
tracker_admin	group_name	New group Name
tracker_admin	group_updated	Group Updated
tracker_admin	intro	<h3>Create a new tracker</h3><p>You can use this system to track virtually any kind of data, with each tracker having separate user, group, category, and permission lists. You can also easily move items between trackers when needed.</p><p>Trackers are referred to as "Artifact Types" and individual pieces of data are "Artifacts". "Bugs" might be an Artifact Type, whiles a bug report would be an Artifact. You can create as many Artifact Types as you want, but remember you need to set up categories, groups, and permission for each type, which can get time-consuming
tracker_admin	section	Тракер
tracker_admin	title	Administration
tracker_admin	tracker_id	ID
tracker_admin	tracker_title	Title
tracker_admin	tracker_updated	Tracker Updated
tracker_admin	update_preferences	Update preferences
tracker_admin	update_preferences_info	Set up prefs like expiration times, email addresses
tracker_admin	users_added	User(s) Added
tracker_admin	users_deleted	User(s) Deleted
tracker_admin	users_updated	User(s) Updated
tracker_admin_add_canned	canned_response_body	Message Body
tracker_admin_add_canned	canned_response_info	Creating useful generic messages can save you a lot of time when handling common artifact requests.
tracker_admin_add_canned	canned_response_title	Title
tracker_admin_add_canned	existing_responses	Existing Responses
tracker_admin_add_canned	no_responses	No responses set up in this group
tracker_admin_add_canned	title	Add/Change Canned Responses to $1
tracker_admin_add_cat	no_categories	No categories defined
tracker_admin_add_cat	title	Add Categories to $1
tracker_admin_add_group	group_add_warning	Once you add a group, it cannot be deleted
tracker_admin_add_group	no_groups_defined	No groups defined
tracker_admin_add_group	title	Add/Change Groups to $1
tracker_admin_add_users	add_all_users	Add All Users
tracker_admin_add_users	add_user_info	<h3>Add These Users:</h3><p>You can pick and choose users for your tracker, or simply add them all by checking "Add All Users".</p>
tracker_admin_add_users	add_users	Add Users
tracker_admin_add_users	admin_only	Admin Only
tracker_admin_add_users	category_permission	Permission
tracker_admin_add_users	delete	Delete
tracker_admin_add_users	developers_info	<p>Each tracker that you define has separate user lists and user permissions.</p><p>Simply add developers to this tracker, then update their permissions.</p><p><dl><dt><strong>Technicians</strong></dt><dd>can be assigned items</dd><dt><strong>Admins</strong></dt><dd>can make changes to items</dd></dl></p>
tracker_admin_add_users	no_developers	No Developers Found
tracker_admin_add_users	tech_admin	Tech & Admin
tracker_admin_add_users	technician	Technician
tracker_admin_add_users	title	Add/Update Tracker User Permissions to $1
tracker_admin_add_users	update_permissions	Update Developer Permissions
tracker_admin_add_users	user_name	User Name
tracker_admin_choose	title	Tracker Admin
tracker_admin_update_canned	title	Modify Canned Responses In: $1
tracker_admin_update_cat	auto_assign_to	Auto-Assign To
tracker_admin_update_cat	category_change_warning	It is not recommended that you change the artifact category name because other things are dependent upon it. When you change the category name, all related items will be changed to the new name
tracker_admin_update_cat	category_name	Category Name
tracker_admin_update_cat	title	Modify Category In: $1
tracker_admin_update_group	title	Modify A Group In: $1
tracker_admin_update_group	warning	It is not recommended that you change the artifact group name because other things are dependent upon it. When you change the group name, all related items will be changed to the new name.				
tracker_admin_update_type	allow_anonymous	Allow non-logged-in postings
tracker_admin_update_type	browse_item_form_text	Free form text for the "browse items" page
tracker_admin_update_type	days_overdue	Days till considered overdue
tracker_admin_update_type	description	Описание
tracker_admin_update_type	display_resolution	Display the "Resolution" box
tracker_admin_update_type	email_all_changes	Send email on all changes
tracker_admin_update_type	name	<strong> Name:</strong> (examples: meeting minutes, test results, RFP Docs)
tracker_admin_update_type	pending_timeout	Days till pending tracker items time out
tracker_admin_update_type	publicy_available	Publicly Available
tracker_admin_update_type	send_submissions	Send email on new submission to address
tracker_admin_update_type	submit_item_form_text	Free form text for the "submit new item" page
tracker_admin_update_type	title	Update $1
tracker_admin_update_users	title	Add/Update Tracker User Permissions
tracker_artifact	double_submit	You Attempted To Double-submit this item. Please avoid double-clicking.
tracker_artifact	error_admin_modify	Artifact: Only Artifact Admins Can Modify Private ArtifactTypes
tracker_artifact	error_body_required	Artifact: Message Body Is Required
tracker_artifact	error_no_anonymous	Artifact: This ArtifactType Does Not Allow Anonymous Submissions. Please Login.
tracker_artifact	error_summary_required	Artifact: Message Summary Is Required
tracker_artifact	error_valid_email_required	SetMonitor::Valid Email Address Required
tracker_artifact	logged_in_no	Logged In: NO
tracker_artifact	logged_in_yes	Logged In: YES
tracker_artifact	monitoring_activated	Now Monitoring
tracker_artifact	monitoring_deactivated	Monitoring Deactivated
tracker_artifact	nothing_changed	Nothing Changed - Update Cancelled
tracker_artifact	private_error	Artifact: Only group members can view private artifact types
tracker_artifactfile	required_fields	ArtifactFile: File name, type, size, and data are required
tracker_artifactgroup	required_field	ArtifactGroup: name is required
tracker_artifacthtml	by	By
tracker_artifacthtml	date	Date
tracker_artifacthtml	field	Field
tracker_artifacthtml	message	Message
tracker_artifacthtml	no_changes	No Changes Have Been Made to This Item
tracker_artifacthtml	no_followups	No Followups Have Been Posted
tracker_artifacthtml	old_value	Old Value
tracker_artifacthtml	sender	Sender
tracker_artifacttype	add_artifact_types	Add/Browse Artifact Types
tracker_artifacttype	admin	Администриране
tracker_artifacttype	admin_functions	Admin Functions
tracker_artifacttype	browse	Browse
tracker_artifacttype	edit_options	Edit/Update Options in
tracker_artifacttype	nobody	Nobody
tracker_artifacttype	none	None
tracker_artifacttype	reporting	Отчитане
tracker_artifacttype	required_fields	ArtifactType: Name, Description, Due Period, and Status Timeout are required
tracker_artifacttype	submit_new	Submit New
tracker_browse	admin_mass_update	<strong>Admin:</strong></FONT> If you wish to apply changes to all items selected above, use these controls to change their properties and click once on "Mass Update".
tracker_browse	ascending	Ascending
tracker_browse	canned_response	Canned Response
tracker_browse	check_all	Check &nbsp;all
tracker_browse	clear_all	Clear &nbsp;all
tracker_browse	descending	Descending
tracker_browse	mass_update	Mass update
tracker_browse	next	Next 50
tracker_browse	no_change	No Change
tracker_browse	no_items	No items found
tracker_browse	old_requests	* Denotes requests > $1 Days Old
tracker_browse	previous	Previous 50
tracker_browse	request_id	Request ID
tracker_browse	resolution	Resolution 
tracker_browse	sort_by	Order by
tracker_browse	title	Browse $1
tracker_browse	change_any	Any
tracker_browse	hour24	Last 24H
tracker_browse	day7	Last 7days
tracker_browse	week2	Last 2weeks
tracker_browse	month1	Last 1month
tracker_detail	add_comment	Add A Comment
tracker_detail	attached_files	Attached Files
tracker_detail	build_task_relation	Build Task Relation
tracker_detail	changes	Changes
tracker_detail	description	Описание
tracker_detail	download	Download
tracker_detail	name	Name
tracker_detail	no_files_attached	No Files Currently Attached
tracker_detail	title	Detail
tracker_mod	attach_comment	OR Attach A Comment
tracker_mod	build_task_relation	Build Task Relation
tracker_mod	canned_response	Use Canned Response
tracker_mod	changelog	Change Log
tracker_mod	data_type	Data Type
tracker_mod	date_closed	Date Closed
tracker_mod	date_submitted	Date Submitted
tracker_mod	delete	Delete
tracker_mod	description	Описание
tracker_mod	download	Download
tracker_mod	existing_files	Existing Files
tracker_mod	name	Name
tracker_mod	no_files	No Files Currently Attached
tracker_mod	title	Modify
tracker_reporting	aging_report	Aging Report
tracker_reporting	all_by_group	All Items By Artifact Group
tracker_reporting	all_by_resolution	All Items By Resolution
tracker_reporting	all_by_technician	All Items By Category
tracker_reporting	all_items_by_technician	All Items By Technician
tracker_reporting	artifact_type	Artifact Type: 
tracker_reporting	average_turnaround	Average Turnaround Time For Closed Items (days)
